"X","year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage","Resp"
8521,2005,35,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.260071388,70.81503862,35.502
302231,2007,34,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.278753601,72.15045568,35.279
154400,2003,23,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4,54.59815003,28.312
376389,2008,60,"2. Married","3. Asian","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.84509804,127.1157438,41.33
231469,2006,54,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.301029996,73.77574327,40.41
155163,2003,31,"2. Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.939519253,139.7030715,37.129
229213,2006,47,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",5.079181246,160.6424754,41.397
161447,2003,48,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",3.176091259,23.95294448,1
11017,2005,48,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.748188027,115.3750386,NA
81252,2004,35,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.740362689,114.4757133,36.766
227917,2006,55,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.84509804,127.1157438,39.584
82223,2004,35,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.924279286,137.5901428,36.3
450449,2009,37,"2. Married","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.176091259,176.9896505,36.546
155027,2003,27,"1. Never Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",3.147367108,23.27470405,2.76
301716,2007,64,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.505149978,90.48191336,42.676
160957,2003,52,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.301029996,73.77574327,29.405
307162,2007,47,"5. Separated","2. Black","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.414973348,82.6796373,29.117
153288,2003,26,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.041392685,56.90553914,26.429
10549,2005,41,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.857332496,128.6804882,37.438
448079,2009,22,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.318063335,75.04315402,29.05
85787,2004,76,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.301029996,73.77574327,45.4
232991,2006,46,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.682740581,108.0658303,37.469
232011,2006,39,"2. Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.812913357,123.0896998,36.411
234060,2006,39,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.626899559,277.7994802,47.361
83770,2004,23,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.301029996,73.77574327,27.266
228316,2006,49,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.819543936,123.9085676,37.508
451479,2009,44,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.477121255,87.98103279,35.722
233965,2006,20,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.255272505,70.47601965,28.962
8562,2005,43,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.626186335,277.6014175,48.74
231536,2006,42,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.4131591,37.169
451622,2009,46,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.740362689,114.4757133,41.1
451993,2009,33,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.602059991,99.6894637,29.664
159704,2003,62,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.591980114,268.266292,51.538
228435,2006,38,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.875061263,130.9821774,36.56
11386,2005,43,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.698970004,109.8339856,39.039
10964,2005,46,"4. Divorced","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.626186335,277.6014175,41.278
227859,2006,18,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.301029996,73.77574327,29.953
449407,2009,63,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","2. No",5.590617833,267.9010869,51.865
233646,2006,43,"1. Never Married","2. Black","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.785329835,119.7408513,28.982
450142,2009,44,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.954242509,141.7751723,37.373
375066,2008,53,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.854002233,128.2526611,30.592
377927,2008,58,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.505149978,90.48191336,28.578
154494,2003,23,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.342422681,76.89360252,29.91
80376,2004,50,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.84509804,127.1157438,38.491
81068,2004,35,"1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125,118.8843593,29.206
233828,2006,38,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5.301029996,200.5432623,39.774
85640,2004,36,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.477121255,87.98103279,35.533
10274,2005,32,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.4131591,36.934
153933,2003,56,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.591980114,268.266292,49.634
10377,2005,41,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.477121255,87.98103279,38.626
87797,2004,40,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.602059991,99.6894637,27.055
84394,2004,26,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.414973348,82.6796373,29.108
232457,2006,26,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.875061263,130.9821774,35.717
377675,2008,47,"4. Divorced","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.69019608,108.8745258,29.939
304688,2007,25,"1. Never Married","2. Black","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4,54.59815003,26.534
233833,2006,58,"2. Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","2. No",5.735189959,309.5717713,55.169
374782,2008,57,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.415006754,82.68239934,39.686
154678,2003,30,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.088136089,59.62864555,28.159
303392,2007,44,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.113943352,166.3249412,40.336
453674,2009,29,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.380211242,79.85490031,35.103
302464,2007,51,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.77815125,118.8843593,38.575
230110,2006,37,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.531478917,92.89584479,36.017
86348,2004,67,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5.079181246,160.6424754,44.065
449111,2009,34,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.255272505,70.47601965,36.109
156748,2003,50,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.792391689,120.5894365,39.842
8312,2005,38,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.079181246,160.6424754,35.644
378918,2008,55,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.146128036,171.7651326,40.764
154871,2003,27,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.792391689,120.5894365,29.055
302382,2007,39,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.903089987,134.7053751,35.956
305523,2007,54,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",5,148.4131591,41.451
377010,2008,55,"4. Divorced","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.86332286,129.4536446,30.724
157367,2003,49,"2. Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.903089987,134.7053751,37.896
154310,2003,42,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.041392685,56.90553914,35.085
8265,2005,39,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.477121255,87.98103279,37.706
154479,2003,32,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.221153322,68.11199407,28.972
14202,2005,39,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.857332496,128.6804882,36.59
161025,2003,50,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.903089987,134.7053751,40.572
85939,2004,47,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.544068044,94.07271475,37.941
158022,2003,40,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.477121255,87.98103279,29.269
229664,2006,51,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125,118.8843593,28.426
448419,2009,28,"2. Married","3. Asian","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.230448921,68.74808773,32.855
301493,2007,53,"4. Divorced","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.544068044,94.07271475,31.95
9698,2005,54,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125,118.8843593,41.047
451173,2009,51,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.51851394,91.69922611,40.221
377766,2008,33,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.903089987,134.7053751,35.965
379628,2008,55,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.84509804,127.1157438,39.132
158239,2003,44,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.612783857,100.7642728,36.207
450366,2009,30,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.662757832,105.9278108,34.218
10192,2005,40,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.477121255,87.98103279,36.457
303306,2007,26,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.602059991,99.6894637,34.246
230907,2006,49,"2. Married","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.72427587,112.6488963,40.622
87177,2004,43,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.096910013,163.515864,40.066
85563,2004,43,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.414973348,82.6796373,29.906
378239,2008,44,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.380211242,79.85490031,37.78
232251,2006,32,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",3.903089987,49.55533812,26.412
448807,2009,34,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.029383778,152.838801,35.425
451298,2009,36,"2. Married","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5,148.4131591,37.94
234574,2006,51,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.619093331,101.4020523,NA
303467,2007,42,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.561101384,95.68881191,37.5
160372,2003,60,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.77815125,118.8843593,41.572
80668,2004,36,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.342422681,76.89360252,36.22
230140,2006,47,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77815125,118.8843593,39.45
87724,2004,60,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.929418926,138.2991269,40.435
159738,2003,22,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4,54.59815003,27.596
13820,2005,41,"1. Never Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.176091259,65.11085372,29.253
159737,2003,56,"4. Divorced","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.698970004,109.8339856,28.354
158555,2003,44,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.301029996,73.77574327,36.1
8911,2005,49,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.662757832,105.9278108,38.25
230355,2006,45,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.755874856,116.2653241,37.694
155813,2003,25,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.544068044,94.07271475,28.06
304171,2007,52,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.77815125,118.8843593,38.983
154382,2003,30,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.4131591,35.207
447429,2009,29,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.653212514,104.9215065,34.523
307480,2007,23,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.380211242,79.85490031,32.361
301212,2007,48,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.69019608,108.8745258,28.594
450515,2009,44,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.698970004,109.8339856,37.069
160071,2003,62,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.84509804,127.1157438,41.796
231742,2006,33,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.021189299,151.5914842,36.184
379911,2008,51,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.662757832,105.9278108,39.744
231151,2006,36,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",5.301029996,200.5432623,39.329
7548,2005,23,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.079181246,59.09706408,30.404
157269,2003,51,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.230448921,68.74808773,29.166
378112,2008,47,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.176091259,176.9896505,40.939
158610,2003,34,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.643452676,103.9024706,29.843
87409,2004,34,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.414973348,82.6796373,37.308
451122,2009,43,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5.301029996,200.5432623,41.461
227949,2006,43,"5. Separated","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.62324929,101.8243521,28.658
451359,2009,40,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",5.096910013,163.515864,30.007
13067,2005,59,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.653212514,104.9215065,41.296
374802,2008,53,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.698970004,109.8339856,39.222
86228,2004,32,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.653212514,104.9215065,37.257
379346,2008,48,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.681241237,107.9039239,38.288
376228,2008,37,"1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",5.204119983,182.020621,29.057
228763,2006,20,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.318063335,75.04315402,30.367
85100,2004,32,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.113943352,61.18752643,35.569
87786,2004,40,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.447158031,85.38394038,29.377
87346,2004,48,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.818859053,123.8237338,39.349
10641,2005,43,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5.176091259,176.9896505,41.317
451408,2009,56,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125,118.8843593,41.364
159969,2003,55,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",5.591980114,268.266292,48.987
376315,2008,38,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.494154594,89.49247952,29.916
233368,2006,52,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.531478917,92.89584479,40.453
155264,2003,40,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.84509804,127.1157438,36.128
7747,2005,29,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.748188027,115.3750386,36
302426,2007,45,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.875072844,130.9836943,39.157
157328,2003,39,"2. Married","3. Asian","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.230448921,68.74808773,34.445
9454,2005,50,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.204119983,182.020621,40.184
160476,2003,50,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.968482949,143.8085568,39.31
84722,2004,57,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.903089987,134.7053751,39.989
160518,2003,30,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.146128036,63.188861,33.537
12284,2005,56,"4. Divorced","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.322219295,75.35567932,30.605
375528,2008,43,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.17609705,176.9906754,41.119
83300,2004,43,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.653212514,104.9215065,39.239
9974,2005,67,"2. Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.812913357,123.0896998,43.538
11998,2005,50,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.716003344,111.7208494,39.376
11771,2005,49,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.716003344,111.7208494,41.317
85840,2004,50,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.477121255,87.98103279,39.813
83877,2004,59,"2. Married","2. Black","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.971275849,144.2107612,40.943
305966,2007,51,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.763427994,117.1468169,38.907
7951,2005,39,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.361727836,78.3924668,36.204
451372,2009,54,"2. Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.602059991,99.6894637,38.737
83243,2004,55,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.812913357,123.0896998,40.563
10311,2005,45,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.84509804,127.1157438,39.146
159643,2003,54,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.934498451,139.0034081,41.981
378452,2008,23,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.84509804,127.1157438,28.591
153846,2003,74,"3. Widowed","2. Black","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.255272505,70.47601965,29.197
13108,2005,52,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.698970004,109.8339856,41.607
11905,2005,25,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.260071388,70.81503862,26.602
375715,2008,45,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.255272505,70.47601965,29.135
82621,2004,37,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.176091259,176.9896505,39.338
12425,2005,55,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.73239376,113.5670896,39.4
82295,2004,25,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.414973348,82.6796373,29.147
379133,2008,66,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5,148.4131591,43.39
305527,2007,47,"1. Never Married","2. Black","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.08278537,161.2224955,31.632
13255,2005,36,"2. Married","2. Black","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.84509804,127.1157438,36.891
86181,2004,63,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.903089987,134.7053751,42.08
157316,2003,44,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.079181246,160.6424754,39.123
450927,2009,37,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.590617833,267.9010869,47.313
229450,2006,32,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.653212514,104.9215065,27.39
85047,2004,43,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.903089987,134.7053751,37.907
447600,2009,37,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.812913357,123.0896998,36.639
450428,2009,26,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.204119983,66.96164432,28.222
85993,2004,39,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.51851394,91.69922611,36.697
378229,2008,45,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.079181246,160.6424754,41.989
449815,2009,40,"1. Never Married","2. Black","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.919078092,136.8763676,29.23
229998,2006,51,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.033423755,153.4575153,41.393
448218,2009,52,"2. Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.113943352,61.18752643,NA
306163,2007,43,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.176091259,65.11085372,36.282
11664,2005,52,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.740362689,114.4757133,38.999
8194,2005,50,"1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.204119983,182.020621,34.47
14196,2005,54,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.740362689,114.4757133,40.126
